param,Mean,Median,St.Dev.,95%CI_low,95%CI_upp
Nsite[51],32,32,0,32,32
Nsite[52],32,32,0,32,32
Nsite[53],38,38,0,38,38
Nsite[54],17,17,0,17,17
Nsite[55],33,33,0,33,33
Nsite[56],26,26,0,26,26
Nsite[57],29,29,0,29,29
Nsite[58],23,23,0,23,23
Nsite[59],26,26,0,26,26
Nsite[60],18,18,0,18,18
Nsite[61],33,33,0,33,33
alpha1,-0.11125413727292952,-0.06786945710414782,0.08668984368738591,-0.2897788277103839,-0.03166918834465597
alpha2,-0.020491896442549406,-0.025386567478631744,0.005979148461254845,-0.026238361408980376,-0.010774270649203051
alpha3,-0.008730545387299863,-0.0016189122278033232,0.014076692737126702,-0.04154284089662236,-0.0015320259010695738
alpha4,0.10975456815621586,0.08276624767746767,0.06334091308728797,0.03637366835760174,0.21521963108745967
alpha5,-0.062188298918245496,-0.04967043976070937,0.02603718131028961,-0.10310313953755512,-0.03501930203629501
alpha6,0.06805407929220456,0.04521043497582292,0.05182780111325813,0.01805552410350273,0.15786884383355604
beta1[1],0.06801271788999162,0.0979112515481511,0.36025825201890876,-0.608693777475743,0.6451128235300335
beta1[2],0.7718468907163218,0.6480386822930393,0.3644468458025858,0.2751597155676587,1.4358247306180136
beta1[3],0.17932557569253257,0.2676024092256034,0.30952176743692783,-0.49705120400957536,0.6743808011342083
beta1[4],0.37810891072199343,0.3914266937609454,0.34770119545215616,-0.3415296748388627,1.1400305896352556
beta1[5],0.3491721190788834,0.34423467997849033,0.293861576754115,-0.23813096632705252,0.9476672024815435
beta1[6],1.1071050425647362,1.0259043299162884,0.540201324721251,0.3722258353905787,2.054774636950751
beta1[7],0.14560112251046767,0.1736560938934759,0.34194475307633887,-0.487277284433852,0.6290773930851853
beta1[8],-0.33623602218566856,-0.44416448327125674,0.4835886914998937,-1.014676525094605,0.5876061507953846
beta1[9],-0.25440047610224986,-0.2907308169038638,0.4605747719865195,-0.9881056178273135,0.44513863471392773
beta1[10],0.6980587092729523,0.6082412404102392,0.36503680530635135,0.09675287351893856,1.396420124868879
beta1[11],-0.08787522997381095,-0.13482373211581505,0.38032028743619023,-0.7889988788625732,0.4893446327615227
beta1[12],0.24347853627727756,0.28084715073782296,0.32842334274293067,-0.47477095756386206,0.8674767825004341
beta1[13],0.33645248216550255,0.36623600455600175,0.27094523254951963,-0.19698581208702884,0.8724240783263625
beta1[14],0.6667718763747542,0.5753589994950687,0.31986163781152294,0.20110672968273327,1.3273791189734965
beta1[15],-0.07574206595473666,-0.09759219236477684,0.4323849649214456,-0.8406768169792326,0.5442528830319022
beta1[16],0.35255527453878033,0.35414806175738167,0.2621082217880064,-0.15242290271329803,0.9206940233809051
beta1[17],0.16304193639312806,0.20843990849649147,0.3124178335385982,-0.49828054681740713,0.6244367298937987
beta1[18],-0.17118193382685584,-0.1644956297609645,0.46182505046962535,-1.0341314026702606,0.49887605094643217
beta1[19],1.0439195883563253,1.073840432938237,0.475489028064392,0.43573980943314916,1.8477185437747496
beta1[20],1.2116165386199274,1.2224608612651526,0.6010347608908232,0.32085157717481205,2.2446338754429815
beta1[21],0.06591734557063093,0.07078810115074188,0.30542103274073656,-0.6617886067588388,0.5127782178691876
beta1[22],-0.06009380943142841,-0.024651302944268108,0.3869233270215526,-0.7353255548245735,0.47776529189545053
beta1[23],0.48473293918076166,0.46706378092951134,0.2334675983460133,-0.03550575766243491,0.9308797259818505
beta1[24],0.5301138319951296,0.5315233486139043,0.30376129580646305,-0.0925465190738278,1.06798360914846
beta1[25],0.19798516681205072,0.19798395768373062,0.3427947350690494,-0.4556851757658663,0.8623516132856779
beta1[26],0.39445502689290357,0.36843224047471335,0.30285471562952404,-0.15234575559525107,1.051243923511259
beta1[27],0.07059272953760322,0.06576417267582843,0.3379456395416627,-0.6715324418465539,0.6155399127277899
beta1[28],0.8789927569499864,0.8197245018994728,0.46128667823956004,0.23698763849917803,1.9085053053895873
beta1[29],-1.5386425346646815,-2.09115944470164,1.1689058933921406,-3.2586198361343235,0.3972793879081107
beta1[30],-1.0958222033210656,-1.336813436946838,0.8995255967314539,-2.3602137629455586,0.3921189800381278
beta1[31],-0.3796882474246072,-0.4518598697932048,0.5196806505809407,-1.2750082415097015,0.4382113535407073
beta1[32],-1.4653754188594263,-1.7974743301565712,1.1203251363290427,-3.1045183978169453,0.42232616507665655
beta1[33],-0.2505854159540629,-0.28476046085971024,0.4824756641594727,-1.0756596608983322,0.440054344684962
beta1[34],-0.593144180800675,-0.6777520955116505,0.6597971953059182,-1.6924605704710791,0.45846422987558455
beta1[35],-0.08752422746722617,-0.12026704281308306,0.3472539031808475,-0.7539071838423055,0.5179662007682166
beta1[36],0.40020006306321537,0.36682552822339703,0.24808874446000465,0.008220905041402464,1.0412119326492617
beta1[37],-0.21660864737359203,-0.2307920650828244,0.45075811826728795,-1.018076531930115,0.4289484849604477
beta1[38],0.11118291198461555,0.11682148668574498,0.27453661579154853,-0.4501072009689124,0.48525242159756965
beta1[39],0.37203937544336146,0.39384868008958224,0.3148848701150251,-0.2395978683867031,1.0452849640988084
beta1[40],0.2968027581950767,0.3478643939531574,0.33331996806961134,-0.3609394964933264,0.9112254795532351
beta1[41],-0.22817310197944998,-0.24388123792028898,0.44994149935389455,-0.9685171971992546,0.4590993280501028
beta1[42],-0.3532269250118621,-0.4171842276367713,0.5348486256022954,-1.301997364524906,0.428978272548103
beta1[43],-0.04418292012518948,-0.04908708375857734,0.41003176572995664,-0.8182432567055116,0.6755601167698932
beta1[44],1.4828372122355318,1.638140314989626,0.7210098825582937,0.4139728257791504,2.722743820278449
beta1[45],0.5325331048085656,0.49663993682782903,0.36398631063381,-0.13674144174471667,1.3440432152943262
beta1[46],-0.1579910922512363,-0.1853621323640956,0.40699951947050045,-0.9230292536990176,0.4801233885343624
beta1[47],-0.2877215468227722,-0.3321119316736125,0.47148228334278264,-1.095944101078222,0.47067214704713334
beta1[48],0.4734955288159356,0.4961915327102595,0.2558602105481789,-0.05412061710909574,0.9436081050629546
beta1[49],-0.25789028234081496,-0.31715450292594416,0.4681474807798244,-1.0371738671708561,0.5091251199121408
beta1[50],0.29176492355614037,0.3397811962321295,0.2753564854459637,-0.28411046159377934,0.7380694242255701
beta1[51],0.33974112239633475,0.3606921269223115,0.3237015878146332,-0.2179782694341449,0.9794518240895599
beta1[52],-0.15135332830351653,-0.18819046941857231,0.3887816187974561,-0.800170554818638,0.4922144347545355
beta1[53],-0.011148020714494054,0.0346424212915417,0.3805476417074252,-0.7624898136049777,0.624092528187066
beta1[54],0.2392482399409641,0.3075014786699555,0.3093462187449328,-0.462342576166474,0.7249966461487333
beta1[55],0.4086011694886334,0.41974280051511914,0.2819575405661443,-0.10687478887268015,0.99157982503756
beta1[56],0.12677827398310654,0.15816229480304067,0.2951538453344651,-0.4535281368568341,0.5531351059631859
beta1[57],0.033096867918659525,0.020892067151315953,0.35795660021105724,-0.6889327895155908,0.4727870890793112
beta1[58],0.9089416242070003,0.9422488176334869,0.4330747351790278,0.23453251834523808,1.8242268898127727
beta1[59],0.2553830457382937,0.2850066743269858,0.30318685745208074,-0.3537725026240098,0.7347734911217657
beta1[60],0.06690946936464322,0.11229782340318278,0.3445059138622125,-0.5577438121062624,0.675126923180148
beta1[61],0.03129882789613854,0.08665439989921739,0.34316240674212495,-0.596150978105825,0.5232274088807808
beta1[62],0.09288456168795248,0.11069198332491095,0.3285830957785169,-0.5606690618497832,0.6152260545646009
beta1[63],-0.8107412387020634,-0.9900796394646754,0.7916235591948912,-2.045154186366104,0.46285905712701375
beta1[64],-0.27852329749097693,-0.32220087293585975,0.4836754125372714,-1.2373577264153457,0.4353274827241274
beta1[65],-0.1256122041481013,-0.16120763352931733,0.37465302857206717,-0.7048778325323994,0.41443393549265495
beta1[66],-0.768705030336896,-0.999405390632285,0.6995444056550622,-1.686097261446905,0.41593010827124594
beta1[67],-0.12065081189746786,-0.10087657259661631,0.4141219916963687,-0.8274804344267976,0.504905745493381
beta1[68],-0.7282479333400145,-0.8541090117246013,0.712485731875408,-1.7535543817626682,0.42764220777553236
beta2[1],-0.377071478798635,-0.22032631189691643,0.5906430738705424,-1.96887724754948,0.26630131504900134
beta2[2],0.15561542952419571,0.1554912131927767,0.339823377442861,-0.5037688783239532,0.7694414462837433
beta2[3],0.46482082862726154,0.36907826906605273,0.3948922461287349,-0.039732343762356126,1.3862445496452744
beta2[4],0.8792640589775998,0.7161743092786946,0.5456281002819104,0.2061031475516511,2.1178688515800572
beta2[5],0.9290761588092656,0.6113113594420494,0.7812995140356344,0.12931274836751894,2.694973687021483
beta2[6],-0.25176684590724513,-0.21308090630096524,0.3877866445892097,-1.4649302341149948,0.29181706594878415
beta2[7],0.6372650670938544,0.49418416364565165,0.5484112906779991,0.016985211733435607,1.9938852736493569
beta2[8],0.020578800336854153,0.008388720874516184,0.3051186100222412,-0.4467600064324686,0.5935069507893376
beta2[9],0.0014879857417670669,-0.017073688203718657,0.26692599379663334,-0.6133500292864493,0.4997982647554795
beta2[10],0.26077600413979607,0.22960383502475545,0.27193515571862126,-0.1964985394215588,0.9428983194080922
beta2[11],0.7178483666173944,0.557711111933374,0.5220051250846355,0.07431174829830627,1.9545874558872516
beta2[12],-0.42339096474374904,-0.2756790767713202,0.512160461305876,-1.8225109207568717,0.2163600895386273
beta2[13],0.5350850318777273,0.36979524661979,0.5328411446298351,-0.009396964358466289,1.982683278543983
beta2[14],0.22056697517247567,0.22840978917823435,0.28704827365068875,-0.4041199892013836,0.7944937041477007
beta2[15],0.5051631077085931,0.4079097430987466,0.43838804176381796,-0.07182657894598293,1.6191669907028152
